rouge1,rouge2,rogueL,rogueLs,chrf
0.12987012987012989,0.0,0.12987012987012989,0.12987012987012989,22.892409862751823
0.14705882352941177,0.0,0.08823529411764706,0.08823529411764706,19.92497609176855
0.16901408450704228,0.028985507246376815,0.11267605633802817,0.11267605633802817,19.207266502449478
0.2647058823529412,0.060606060606060615,0.14705882352941177,0.14705882352941177,26.177524035655704
0.26865671641791045,0.061538461538461535,0.1791044776119403,0.1791044776119403,34.812955159074285
0.14634146341463414,0.0,0.0975609756097561,0.0975609756097561,23.96207811564914
0.09523809523809523,0.0,0.09523809523809523,0.09523809523809523,21.402451409650887
0.30508474576271183,0.07017543859649124,0.23728813559322035,0.23728813559322035,24.40438719815261
0.03636363636363637,0.0,0.03636363636363637,0.03636363636363637,23.206508175094303
0.10526315789473685,0.0,0.10526315789473685,0.10526315789473685,20.833333369554246
0.1891891891891892,0.02777777777777778,0.10810810810810811,0.10810810810810811,23.507894229902558
0.15384615384615383,0.0,0.07692307692307691,0.07692307692307691,21.538798172499362
0.16,0.0273972602739726,0.10666666666666667,0.10666666666666667,26.321603645777692
0.2388059701492537,0.030769230769230767,0.1492537313432836,0.1492537313432836,28.698560757162706
0.125,0.0,0.09374999999999999,0.09374999999999999,23.716777132523724
0.18518518518518517,0.0,0.11111111111111112,0.11111111111111112,23.183308850928334
0.18181818181818185,0.0,0.12121212121212123,0.12121212121212123,24.14027820667437
0.07692307692307691,0.0,0.07692307692307691,0.07692307692307691,19.273697265276397
0.20689655172413793,0.0,0.1724137931034483,0.1724137931034483,24.685598492980183
0.17857142857142858,0.037037037037037035,0.10714285714285712,0.10714285714285712,33.06501656838172
0.13333333333333333,0.0,0.10666666666666665,0.10666666666666665,21.79136049841435
0.1875,0.09677419354838708,0.125,0.125,23.058196697702154
0.21212121212121213,0.03125000000000001,0.18181818181818182,0.18181818181818182,25.79720867849769
0.1290322580645161,0.0,0.0967741935483871,0.0967741935483871,23.872922931200392
0.21052631578947367,0.03636363636363637,0.17543859649122806,0.17543859649122806,27.331792777883006
0.2524271844660194,0.019801980198019802,0.1553398058252427,0.1553398058252427,27.116602998237155
0.21818181818181817,0.03773584905660377,0.10909090909090909,0.10909090909090909,25.930544728006883
0.13333333333333333,0.0,0.10666666666666666,0.10666666666666666,24.270269646295947
0.1492537313432836,0.0,0.11940298507462685,0.11940298507462685,25.60783513574172
0.12765957446808507,0.0,0.12765957446808507,0.12765957446808507,27.22954439281825
0.22641509433962265,0.0392156862745098,0.22641509433962265,0.22641509433962265,29.783796724292426
0.1846153846153846,0.031746031746031744,0.12307692307692307,0.12307692307692307,27.432952142515425
0.136986301369863,0.028169014084507043,0.0821917808219178,0.0821917808219178,30.045964530602408
0.125,0.0,0.10416666666666667,0.10416666666666667,24.101587786882224
0.29411764705882354,0.030303030303030307,0.1764705882352941,0.1764705882352941,28.00895167018234
0.13513513513513514,0.08333333333333333,0.13513513513513514,0.13513513513513514,26.568633005540722
0.18181818181818182,0.020618556701030927,0.10101010101010102,0.10101010101010102,25.95446703395886
0.03508771929824561,0.0,0.03508771929824561,0.03508771929824561,18.151487726811265
0.20588235294117646,0.06060606060606061,0.1176470588235294,0.1176470588235294,29.00137196045019
0.375,0.17391304347826086,0.25,0.25,37.13193175074619
0.13559322033898305,0.0,0.1016949152542373,0.1016949152542373,21.570834248692496
0.11494252873563218,0.0,0.09195402298850575,0.09195402298850575,23.74614906165988
0.1694915254237288,0.03508771929824561,0.10169491525423728,0.10169491525423728,17.614702928699387
0.11267605633802817,0.0,0.056338028169014086,0.056338028169014086,21.606462812711978
0.17910447761194032,0.061538461538461535,0.11940298507462689,0.11940298507462689,26.325569307727974
0.15384615384615383,0.031746031746031744,0.12307692307692308,0.12307692307692308,19.990741051620706
0.2295081967213115,0.06779661016949153,0.19672131147540986,0.19672131147540986,27.583976918915727
0.16393442622950818,0.0,0.08196721311475409,0.08196721311475409,21.164286954137722
0.13333333333333333,0.0,0.10666666666666666,0.10666666666666666,19.52935692846533
0.3548387096774194,0.09999999999999999,0.1935483870967742,0.1935483870967742,32.38585697899708
0.1764705882352941,0.0,0.14705882352941177,0.14705882352941177,19.744358721319966
0.1758241758241758,0.02247191011235955,0.10989010989010989,0.10989010989010989,23.861663179058233
0.06976744186046512,0.0,0.06976744186046512,0.06976744186046512,15.773632336878606
0.2413793103448276,0.07142857142857142,0.17241379310344826,0.17241379310344826,27.17758751412641
0.36363636363636365,0.16,0.18181818181818182,0.18181818181818182,38.54843940981215
0.15151515151515152,0.0,0.060606060606060615,0.060606060606060615,26.049797105700183
0.22857142857142856,0.029411764705882353,0.14285714285714285,0.14285714285714285,24.67731336512664
0.23376623376623376,0.026666666666666665,0.12987012987012986,0.12987012987012986,24.579024738961596
0.08823529411764705,0.0,0.05882352941176471,0.05882352941176471,21.700274164445492
0.1714285714285714,0.029411764705882353,0.11428571428571427,0.11428571428571427,30.259223589786398
0.32876712328767116,0.08450704225352113,0.19178082191780824,0.19178082191780824,35.95201537851824
0.19718309859154928,0.057971014492753624,0.11267605633802816,0.11267605633802816,25.639981306063202
0.2,0.041666666666666664,0.12,0.12,22.886954915679574
0.25396825396825395,0.0983606557377049,0.25396825396825395,0.25396825396825395,36.246149748642964
0.21238938053097345,0.018018018018018018,0.1415929203539823,0.1415929203539823,23.650063483640622
0.1917808219178082,0.028169014084507043,0.1643835616438356,0.1643835616438356,25.96011263277787
0.23188405797101452,0.08955223880597014,0.14492753623188406,0.14492753623188406,23.176564906178847
0.20512820512820515,0.052631578947368425,0.15384615384615383,0.15384615384615383,27.70860325389902
0.20253164556962025,0.0,0.12658227848101267,0.12658227848101267,30.937974210358227
0.14035087719298245,0.0,0.10526315789473684,0.10526315789473684,20.961259256625834
0.273972602739726,0.08450704225352113,0.1917808219178082,0.1917808219178082,27.516641171566388
0.2686567164179105,0.06153846153846154,0.2388059701492537,0.2388059701492537,28.68810831494868
0.2,0.0,0.11428571428571428,0.11428571428571428,22.099591332019713
0.2857142857142857,0.08,0.1558441558441558,0.1558441558441558,35.58418177783991
0.20779220779220778,0.0,0.12987012987012986,0.12987012987012986,31.061377744133594
0.11320754716981132,0.0,0.07547169811320756,0.07547169811320756,22.983136610440607
0.2222222222222222,0.02531645569620253,0.14814814814814814,0.14814814814814814,29.608013509471032
0.208955223880597,0.0,0.11940298507462686,0.11940298507462686,22.54687552470607
0.19999999999999998,0.041666666666666664,0.12000000000000001,0.12000000000000001,24.70030735668005
0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,19.65034717507526
0.21818181818181817,0.0,0.14545454545454545,0.14545454545454545,19.951829720837903
0.16216216216216214,0.027777777777777776,0.10810810810810811,0.10810810810810811,19.365287702141558
0.10666666666666667,0.0,0.08,0.08,23.359345496875168
0.14432989690721648,0.0,0.10309278350515463,0.10309278350515463,18.51091862523035
0.25,0.028571428571428567,0.16666666666666666,0.16666666666666666,25.929270249443938
0.19999999999999998,0.029411764705882356,0.0857142857142857,0.0857142857142857,26.445611125953082
0.26666666666666666,0.0689655172413793,0.19999999999999998,0.19999999999999998,32.718120282865975
0.19999999999999998,0.029411764705882353,0.14285714285714285,0.14285714285714285,22.460104455423334
0.14285714285714288,0.02941176470588235,0.08571428571428572,0.08571428571428572,23.24797467208174
0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,19.165783092383407
0.19277108433734938,0.024691358024691357,0.19277108433734938,0.19277108433734938,20.54167614334652
0.08955223880597014,0.0,0.05970149253731343,0.05970149253731343,18.988470820922565
0.1891891891891892,0.0,0.10810810810810811,0.10810810810810811,27.684583170918458
0.163265306122449,0.0425531914893617,0.12244897959183675,0.12244897959183675,24.477087421375245
0.06060606060606061,0.0,0.06060606060606061,0.06060606060606061,15.007279351204314
0.12698412698412698,0.0,0.12698412698412698,0.12698412698412698,22.021499929812652
0.1914893617021277,0.0,0.10638297872340427,0.10638297872340427,24.296219085085653
0.1639344262295082,0.0,0.09836065573770492,0.09836065573770492,15.838739037678593
0.23076923076923075,0.07894736842105263,0.1282051282051282,0.1282051282051282,29.089048852835365
0.2222222222222222,0.03278688524590164,0.15873015873015875,0.15873015873015875,29.0193124994873
0.2318840579710145,0.059701492537313425,0.11594202898550725,0.11594202898550725,29.545644364416322
0.10714285714285714,0.0,0.07142857142857142,0.07142857142857142,22.512501872551034
0.17073170731707316,0.025,0.12195121951219512,0.12195121951219512,20.628577026516297
0.14285714285714282,0.0,0.10714285714285716,0.10714285714285716,19.168491704641223
0.15584415584415587,0.02666666666666666,0.1038961038961039,0.1038961038961039,24.790822856189955
0.16129032258064516,0.0,0.16129032258064516,0.16129032258064516,25.0771102947388
0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,18.972929702495584
0.14035087719298245,0.0,0.10526315789473684,0.10526315789473684,27.634618230661832
